문제제목,입출력 예,자바파일
홀짝트리,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 10% | 하나의 트리만 주어집니다.nodes의 길이 ≤ 1,000,edges의 길이 ≤ 1,000
#2 | 10% | nodes의 길이 ≤ 1,000,edges의 길이 ≤ 1,000
#3 | 30% | 하나의 트리만 주어집니다.
#4 | 50% | 추가 제한 사항 없음

nodes | edges | result
--- | --- | ---
[11, 9, 3, 2, 4, 6] | [[9, 11], [2, 3], [6, 3], [3, 4]] | [1, 0]
[9, 15, 14, 7, 6, 1, 2, 4, 5, 11, 8, 10] | [[5, 14], [1, 4], [9, 11], [2, 15], [2, 5], [9, 7], [8, 1], [6, 4]] | [2, 1]","class Solution {
    public int[] solution(int[] nodes, int[][] edges) {
        int[] answer = {};
        return answer;
    }
}"
캠핑,"n | data | answer
--- | --- | ---
4 | [[0, 0], [1, 1], [0, 2], [2, 0]] | 3","class Solution {
    public int solution(int n, int[][] data) {
        int answer = 0;
        return answer;
    }
}"
사칙연산,"arr | result
--- | ---
[""1"", ""-"", ""3"", ""+"", ""5"", ""-"", ""8""] | 1
[""5"", ""-"", ""3"", ""+"", ""1"", ""+"", ""2"", ""-"", ""4""] | 3","class Solution {
    public int solution(String arr[]) {
        int answer = -1;
        return answer;
    }
}"
지형 이동,"land | height | result
--- | --- | ---
[[1, 4, 8, 10], [5, 5, 5, 5], [10, 10, 10, 10], [10, 10, 10, 20]] | 3 | 15
[[10, 11, 10, 11], [2, 21, 20, 10], [1, 20, 21, 11], [2, 1, 2, 1]] | 1 | 18","class Solution {
    public int solution(int[][] land, int height) {
        int answer = 0;
        return answer;
    }
}"
트리 트리오 중간값,"n | edges | result
--- | --- | ---
4 | [[1,2],[2,3],[3,4]] | 2
5 | [[1,5],[2,5],[3,5],[4,5]] | 2

a | b | c | a ~ b 거리 | b ~ c 거리 | c ~ a 거리 | f(a, b, c)
--- | --- | --- | --- | --- | --- | ---
1 | 2 | 3 | 1 | 1 | 2 | 1
1 | 2 | 4 | 1 | 2 | 3 | 2
1 | 3 | 4 | 2 | 1 | 3 | 2
2 | 3 | 4 | 1 | 1 | 2 | 1","class Solution {
    public int solution(int n, int[][] edges) {
        int answer = 0;
        return answer;
    }
}"
빛의 경로 사이클,"grid | result
--- | ---
[""SL"",""LR""] | [16]
[""S""] | [1,1,1,1]
[""R"",""R""] | [4,4]","class Solution {
    public int[] solution(String[] grid) {
        int[] answer = {};
        return answer;
    }
}"
금과 은 운반하기,"a | b | g | s | w | t | result
--- | --- | --- | --- | --- | --- | ---
10 | 10 | [100] | [100] | [7] | [10] | 50
90 | 500 | [70,70,0] | [0,0,500] | [100,100,2] | [4,8,1] | 499","class Solution {
    public long solution(int a, int b, int[] g, int[] s, int[] w, int[] t) {
        long answer = -1;
        return answer;
    }
}"
리틀 프렌즈 사천성,"m | n | board | answer
--- | --- | --- | ---
3 | 3 | [""DBA"", ""C*A"", ""CDB""] | ""ABCD""
2 | 4 | [""NRYN"", ""ARYA""] | ""RYAN""
4 | 4 | ["".ZI."", ""M.**"", ""MZU."", "".IU.""] | ""MUZI""
2 | 2 | [""AB"", ""BA""] | ""IMPOSSIBLE""","class Solution {
    public String solution(int m, int n, String[] board) {
        String answer = """";
        return answer;
    }
}"
퍼즐 조각 채우기,"game_board | table | result
--- | --- | ---
[[1,1,0,0,1,0],[0,0,1,0,1,0],[0,1,1,0,0,1],[1,1,0,1,1,1],[1,0,0,0,1,0],[0,1,1,1,0,0]] | [[1,0,0,1,1,0],[1,0,1,0,1,0],[0,1,1,0,1,1],[0,0,1,0,0,0],[1,1,0,1,1,0],[0,1,0,0,0,0]] | 14
[[0,0,0],[1,1,0],[1,1,1]] | [[1,1,1],[1,0,0],[0,0,0]] | 0","class Solution {
    public int solution(int[][] game_board, int[][] table) {
        int answer = -1;
        return answer;
    }
}"
사라지는 발판,"board | aloc | bloc | result
--- | --- | --- | ---
[[1, 1, 1], [1, 1, 1], [1, 1, 1]] | [1, 0] | [1, 2] | 5
[[1, 1, 1], [1, 0, 1], [1, 1, 1]] | [1, 0] | [1, 2] | 4
[[1, 1, 1, 1, 1]] | [0, 0] | [0, 4] | 4
[[1]] | [0, 0] | [0, 0] | 0","class Solution {
    public int solution(int[][] board, int[] aloc, int[] bloc) {
        int answer = -1;
        return answer;
    }
}"
상담원 인원,"참가자 번호 | 시각 | 상담 시간 | 상담 유형
--- | --- | --- | ---
1번 참가자 | 10분 | 60분 | 1번 유형
2번 참가자 | 15분 | 100분 | 3번 유형
3번 참가자 | 20분 | 30분 | 1번 유형
4번 참가자 | 30분 | 50분 | 3번 유형
5번 참가자 | 50분 | 40분 | 1번 유형
6번 참가자 | 60분 | 30분 | 2번 유형
7번 참가자 | 65분 | 30분 | 1번 유형
8번 참가자 | 70분 | 100분 | 2번 유형

1번 유형 | 2번 유형 | 3번 유형
--- | --- | ---
2명 | 1명 | 2명

k | n | reqs | result
--- | --- | --- | ---
3 | 5 | [[10, 60, 1], [15, 100, 3], [20, 30, 1], [30, 50, 3], [50, 40, 1], [60, 30, 2], [65, 30, 1], [70, 100, 2]] | 25
2 | 3 | [[5, 55, 2], [10, 90, 2], [20, 40, 2], [50, 45, 2], [100, 50, 2]] | 90

참가자 번호 | 시각 | 상담 시간 | 상담 유형
--- | --- | --- | ---
1번 참가자 | 5분 | 55분 | 2번 유형
2번 참가자 | 10분 | 90분 | 2번 유형
3번 참가자 | 20분 | 40분 | 2번 유형
4번 참가자 | 50분 | 45분 | 2번 유형
5번 참가자 | 100분 | 50분 | 2번 유형

1번 유형 | 2번 유형
--- | ---
1명 | 2명","class Solution {
    public int solution(int k, int n, int[][] reqs) {
        int answer = 0;
        return answer;
    }
}"
[PCCP 기출문제] 3번 / 아날로그 시계,"h1 | m1 | s1 | h2 | m2 | s2 | result
--- | --- | --- | --- | --- | --- | ---
0 | 5 | 30 | 0 | 7 | 0 | 2
12 | 0 | 0 | 12 | 0 | 30 | 1
0 | 6 | 1 | 0 | 6 | 6 | 0
11 | 59 | 30 | 12 | 0 | 0 | 1
11 | 58 | 59 | 11 | 59 | 0 | 1
1 | 5 | 5 | 1 | 5 | 6 | 2
0 | 0 | 0 | 23 | 59 | 59 | 2852","class Solution {
    public int solution(int h1, int m1, int s1, int h2, int m2, int s2) {
        int answer = -1;
        return answer;
    }
}"
리프 노드 수 최대화,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 30% | dist_limit ≤ 10,split_limit ≤ 50
#2 | 70% | 추가 제한 사항 없음

dist_limit | split_limit | result
--- | --- | ---
3 | 6 | 6
0 | 10 | 1
3 | 100 | 7
5 | 16 | 9","class Solution {
    public int solution(int dist_limit, int split_limit) {
        int answer = 0;
        return answer;
    }
}"
GPS,"t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 3
5 | 6
6 | 7

t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 5
5 | 6
6 | 7

t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 4
5 | 6
6 | 7

t | 위치
--- | ---
1 | 1
2 | 2
3 | 3
4 | 3
5 | 5
6 | 7

변수명 | 값
--- | ---
n | 7
m | 10
edge_list | [[1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 6], [5, 6], [5, 7], [6, 7]]
k | 6
gps_log | [1, 2, 3, 3, 6, 7]
answer | 1

변수명 | 값
--- | ---
n | 7
m | 10
edge_list | [[1, 2], [1, 3], [2, 3], [2, 4], [3, 4], [3, 5], [4, 6], [5, 6], [5, 7], [6, 7]]
k | 6
gps_log | [1, 2, 4, 6, 5, 7]
answer | 0","class Solution {
    public int solution(int n, int m, int[][] edge_list, int k, int[] gps_log) {
        int answer = 0;
        return answer;
    }
}"
고고학 최고의 발견,"clockHands | result
--- | ---
[[0,3,3,0],[3,2,2,3],[0,3,2,0],[0,3,3,3]] | 3","class Solution {
    public int solution(int[][] clockHands) {
        int answer = 0;
        return answer;
    }
}"
행렬과 연산,"rc | operations | result
--- | --- | ---
[[1, 2, 3], [4, 5, 6], [7, 8, 9]] | [""Rotate"", ""ShiftRow""] | [[8, 9, 6], [4, 1, 2], [7, 5, 3]]
[[8, 6, 3], [3, 3, 7], [8, 4, 9]] | [""Rotate"", ""ShiftRow"", ""ShiftRow""] | [[8, 3, 3], [4, 9, 7], [3, 8, 6]]
[[1, 2, 3, 4], [5, 6, 7, 8], [9, 10, 11, 12]] | [""ShiftRow"", ""Rotate"", ""ShiftRow"", ""Rotate""] | [[1, 6, 7 ,8], [5, 9, 10, 4], [2, 3, 12, 11]]","class Solution {
    public int[][] solution(int[][] rc, String[] operations) {
        int[][] answer = {};
        return answer;
    }
}"
매출 하락 최소화,"sales | links | result
--- | --- | ---
[14, 17, 15, 18, 19, 14, 13, 16, 28, 17] | [[10, 8], [1, 9], [9, 7], [5, 4], [1, 5], [5, 10], [10, 6], [1, 3], [10, 2]] | 44
[5, 6, 5, 3, 4] | [[2,3], [1,4], [2,5], [1,2]] | 6
[5, 6, 5, 1, 4] | [[2,3], [1,4], [2,5], [1,2]] | 5
[10, 10, 1, 1] | [[3,2], [4,3], [1,4]] | 2","class Solution {
    public int solution(int[] sales, int[][] links) {
        int answer = 0;
        return answer;
    }
}"
에어컨,"시간(분) | 승객 탑승
--- | ---
0 | x
1 | x
2 | o
3 | o
4 | o
5 | o
6 | o

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 28 | 26
1 | x | 27 | 26
2 | o | 26 | 26
3 | o | 26 | 26
4 | o | 26 | 26
5 | o | 26 | 26
6 | o | 26 | off

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 28 | 24
1 | x | 27 | 24
2 | o | 26 | 24
3 | o | 25 | 24
4 | o | 24 | off
5 | o | 25 | off
6 | o | 26 | off

temperature | t1 | t2 | a | b | onboard | result
--- | --- | --- | --- | --- | --- | ---
28 | 18 | 26 | 10 | 8 | [0, 0, 1, 1, 1, 1, 1] | 40
-10 | -5 | 5 | 5 | 1 | [0, 0, 0, 0, 0, 1, 0] | 25
11 | 8 | 10 | 10 | 1 | [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1] | 20
11 | 8 | 10 | 10 | 100 | [0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1] | 60

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | -10 | 40
1 | x | -9 | 40
2 | x | -8 | 40
3 | x | -7 | 40
4 | x | -6 | 40
5 | o | -5 | off
6 | x | -6 | off

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 11 | 10
1 | o | 10 | 10
2 | o | 10 | 10
3 | o | 10 | 10
4 | o | 10 | 10
5 | o | 10 | 10
6 | o | 10 | 10
7 | x | 10 | 10
8 | x | 10 | 10
9 | x | 10 | 10
10 | o | 10 | 10
11 | o | 10 | off

시간(분) | 승객 탑승 | 실내온도 | 희망온도
--- | --- | --- | ---
0 | x | 11 | 8
1 | o | 10 | 8
2 | o | 9 | 8
3 | o | 8 | off
4 | o | 9 | off
5 | o | 10 | 8
6 | o | 9 | off
7 | x | 10 | off
8 | x | 11 | off
9 | x | 11 | 9
10 | o | 10 | 9
11 | o | 9 | off","class Solution {
    public int solution(int temperature, int t1, int t2, int a, int b, int[] onboard) {
        int answer = 0;
        return answer;
    }
}"
발전소 회로 복구,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 13% | k= 2
#2 | 18% | k≤ 5
#3 | 22% | h= 1
#4 | 17% | seqs의 길이 =k-1,seqs[i]= [i+1,i+2]
#5 | 30% | 추가 제한 사항 없음

h | grid | panels | seqs | result
--- | --- | --- | --- | ---
3 | ["".#.##.."", "".#..##."", ""......."", ""##.###."", "".@.#..."", ""...#...""] | [[2, 3, 4], [2, 5, 6], [1, 1, 1], [3, 6, 3]] | [[3, 2], [1, 2], [4, 1], [4, 3]] | 36
1 | [""@......"", "".######"", ""......."", ""######."", ""......."", "".####.."", ""....#..""] | [[1, 7, 4], [1, 3, 5], [1, 1, 3]] | [[1, 3], [3, 2]] | 31
4 | [""........#"", ""........#"", ""@.......#"", "".#.#....#"", ""........#"", ""#........"", ""#.#..####"", ""..#..####"", "".....####""] | [[2, 9, 1], [2, 1, 8], [1, 1, 3], [3, 3, 2], [1, 2, 8]] | [[1, 2], [2, 3], [3, 4], [4, 5]] | 47","class Solution {
    public int solution(int h, String[] grid, int[][] panels, int[][] seqs) {
        int answer = 0;
        return answer;
    }
}"
4단 고음,"* | + | * | + | + | +
--- | --- | --- | --- | --- | ---
*3 | +1 | *3 | +1 | +1 | +1

n | answer
--- | ---
15 | 1
24 | 0
41 | 2
2147483647 | 1735","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
쌍둥이 빌딩 숲,"n | count | result
--- | --- | ---
3 | 1 | 8
3 | 2 | 6
3 | 3 | 1","class Solution {
    public int solution(int n, int count) {
        int answer = 0;
        return answer;
    }
}"
선인장 숨기기,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 30% | m ≤ 50,n ≤ 50
#2 | 70% | 추가 제한 없음

m | n | h | w | drops | result
--- | --- | --- | --- | --- | ---
4 | 5 | 2 | 2 | [[0, 0], [3, 1], [1, 3], [2, 4], [1, 1], [2, 2], [2, 3], [0, 4]] | [2, 2]
3 | 3 | 1 | 1 | [[0, 0], [0, 1], [0, 2], [1, 0]] | [1, 1]
4 | 6 | 3 | 4 | [[1, 2]] | [0, 0]
4 | 6 | 1 | 2 | [[0, 1], [0, 3], [0, 5], [1, 1], [1, 3], [1, 5], [2, 1], [2, 3], [2, 5], [3, 1], [3, 3], [3, 5]] | [3, 4]
2 | 2 | 2 | 2 | [[0, 0], [0, 1], [1, 1], [1, 0]] | [0, 0]
4 | 4 | 3 | 1 | [[2, 0], [1, 3], [3, 2], [0, 1]] | [0, 2]","class Solution {
    public int[] solution(int m, int n, int h, int w, int[][] drops) {
        int[] answer = {};
        return answer;
    }
}"
보물 찾기,"depth | money | result
--- | --- | ---
[1, 2, 3, 4, 5, 6, 7, 8, 9, 10] | 55 | 3
[1, 1, 1, 1, 1] | 3 | 5
[2, 100, 1, 100, 3, 100, 1] | 200 | 6
[2, 100, 1, 100, 3, 100, 1] | 200 | 5
[3, 2, 1, 2, 3, 2, 1, 2] | 8 | 5
[1, 1000, 1, 1, 1, 10, 15, 1] | 1002 | 2","import java.util.function.Function;

class Solution {
    public int solution(int[] depth, int money, Function<Integer, Integer> excavate) {
        for(int i = 1; i <= depth.length; i++)
            if (excavate.apply(i) == 0) return i;
        return 0;
    }
}"
미로 탈출,"n | start | end | roads | traps | result
--- | --- | --- | --- | --- | ---
3 | 1 | 3 | [[1, 2, 2], [3, 2, 3]] | [2] | 5
4 | 1 | 4 | [[1, 2, 1], [3, 2, 1], [2, 4, 1]] | [2, 3] | 4","class Solution {
    public int solution(int n, int start, int end, int[][] roads, int[] traps) {
        int answer = 0;
        return answer;
    }
}"
아방가르드 타일링,"n | result
--- | ---
2 | 3
3 | 10","class Solution {
    public int solution(int n) {
        int answer = 0;
        return answer;
    }
}"
몸짱 트레이너 라이언의 고민,"n | m | timetable | answer
--- | --- | --- | ---
3 | 2 | [[1170,1210], [1200,1260]] | 4
2 | 1 | [[840,900]] | 0
2 | 2 | [[600,630],[630,700]] | 2
4 | 5 | [[1140,1200],[1150,1200],[1100,1200],[1210,1300],[1220,1280]] | 4","class Solution {
    public int solution(int n, int m, int[][] timetable) {
        int answer = 0;
        return answer;
    }
}"
튜브의 소개팅,"m | n | s | time_map | answer
--- | --- | --- | --- | ---
3 | 3 | 150 | [[0, 2, 99], [100, 100, 4], [1, 2, 0]] | [4, 103]
4 | 6 | 25 | [[0, 1, 1, -1, 2, 4], [-1, 7, 2, 1, 5, 7], [-1, 1, -1, 1, 6, 3], [-1, 1, -1, -1, 7, 0]] | [8, 15]
5 | 5 | 12 | [[0, 1, 1, 1, 1], [9, 9, 9, 1, 9], [1, 1, 1, 1, 9], [1, 1, 5, 9, 9], [1, 1, 1, 1, 0]] | [12, 11]","class Solution {
    public int[] solution(int m, int n, int s, int[][] time_map) {
        int moveDistance = 0;
        int sumOfTalkTime = 0;
      
        int[] answer = new int[2];
        answer[0] = moveDistance;
        answer[1] = sumOfTalkTime;
      
        return answer;
    }
}"
"1,2,3 떨어트리기","노드 번호 | 노드에 쌓인 숫자의 합
--- | ---
1 | 0
2 | 0
3 | 0
4 | 3
5 | 0
6 | 0
7 | 5
8 | 1
9 | 2
10 | 3

edges | target | result
--- | --- | ---
[[2, 4], [1, 2], [6, 8], [1, 3], [5, 7], [2, 5], [3, 6], [6, 10], [6, 9]] | [0, 0, 0, 3, 0, 0, 5, 1, 2, 3] | [1, 1, 2, 2, 2, 3, 3]
[[1, 2], [1, 3]] | [0, 7, 3] | [1, 1, 3, 2, 3]
[[1, 3], [1, 2]] | [0, 7, 1] | [-1]","class Solution {
    public int[] solution(int[][] edges, int[] target) {
        int[] answer = {};
        return answer;
    }
}"
방의 개수,"arrows | return
--- | ---
[6, 6, 6, 4, 4, 4, 2, 2, 2, 0, 0, 0, 1, 6, 5, 5, 3, 6, 0] | 3","class Solution {
    public int solution(int[] arrows) {
        int answer = 0;
        return answer;
    }
}"
짝수 행 세기,"a | result
--- | ---
[[0,1,0],[1,1,1],[1,1,0],[0,1,1]] | 6
[[1,0,0],[1,0,0]] | 0
[[1,0,0,1,1],[0,0,0,0,0],[1,1,0,0,0],[0,0,0,0,1]] | 72

a | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 0 | 1 | 0
2행 | 1 | 1 | 1
3행 | 1 | 1 | 0
4행 | 0 | 1 | 1

b | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 1 | 1 | 0
2행 | 1 | 1 | 0
3행 | 0 | 1 | 1
4행 | 0 | 1 | 1

b | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 1 | 1 | 0
2행 | 0 | 1 | 1
3행 | 1 | 1 | 0
4행 | 0 | 1 | 1

b | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 1 | 1 | 0
2행 | 0 | 1 | 1
3행 | 0 | 1 | 1
4행 | 1 | 1 | 0

b | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 0 | 1 | 1
2행 | 1 | 1 | 0
3행 | 1 | 1 | 0
4행 | 0 | 1 | 1

b | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 0 | 1 | 1
2행 | 1 | 1 | 0
3행 | 0 | 1 | 1
4행 | 1 | 1 | 0

b | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 0 | 1 | 1
2행 | 0 | 1 | 1
3행 | 1 | 1 | 0
4행 | 1 | 1 | 0

a | 1열 | 2열 | 3열
--- | --- | --- | ---
1행 | 1 | 0 | 0
2행 | 1 | 0 | 0

a | 1열 | 2열 | 3열 | 4열 | 5열
--- | --- | --- | --- | --- | ---
1행 | 1 | 0 | 0 | 1 | 1
2행 | 0 | 0 | 0 | 0 | 0
3행 | 1 | 1 | 0 | 0 | 0
4행 | 0 | 0 | 0 | 0 | 1","class Solution {
    public int solution(int[][] a) {
        int answer = -1;
        return answer;
    }
}"
경사로의 개수,"grid | d | k | result
--- | --- | --- | ---
[[3, 4, 6, 5, 3], [3, 5, 5, 3, 6], [5, 6, 4, 3, 6], [7, 4, 3, 5, 0]] | [1, -2, -1, 0, 2] | 2 | 16
[[3, 6, 11, 12], [4, 8, 15, 10], [2, 7, 0, 16]] | [1, -2, 5] | 3 | 1
[[0, 0, 0], [1, 0, 0], [0, 0, 0], [0, 0, 1], [1, 0, 0]] | [0, 0, 1, -1, 0, 0, 1, -1] | 10 | 595737277","class Solution {
    public int solution(int[][] grid, int[] d, int k) {
        int answer = 0;
        return answer;
    }
}"
최고 속도,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 15% | 모든 도로는 x축에 평행합니다. 즉,y1=y2입니다.
#2 | 30% | 주어지는 모든 좌표의 절댓값은 40 이하의 정수입니다.
#3 | 55% | 추가 제한 사항 없음

city | road | result
--- | --- | ---
[[-1, 3], [7, 3], [1, -1], [-2, 6]] | [[-1, 7, 7, 7, 80], [-3, 3, 9, 3, 45], [-2, -4, -2, 6, 60], [1, -4, 1, 8, 50], [5, 1, 5, 7, 70]] | [70, 50, 0]
[[3, 5], [3, 3], [2, 1], [9, 1], [7, -1]] | [[3, -2, 3, 4, 30], [5, 1, 9, 1, 29], [3, 4, 3, 8, 99], [1, 1, 5, 1, 99], [7, -3, 7, 5, 99]] | [0, 30, 29, 29]","class Solution {
    public int[] solution(int[][] city, int[][] road) {
        int[] answer = {};
        return answer;
    }
}"
가장 큰 삼각형 덩어리,"그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 50% | N×M≤ 20
#2 | 50% | 추가 제한 사항 없음

grid | result
--- | ---
[[-1, -1, -1], [1, 1, -1], [1, 1, 1]] | 5
[[1, -1, 1], [-1, 1, -1]] | 4
[[1]] | 1","class Solution {
    public int solution(int[][] grid) {
        int answer = 0;
        return answer;
    }
}"
숫자 야구,"제출 | 단서 | 설명
--- | --- | ---
7000 | ""0S 1B"" | 7이 비밀번호에 포함되어 있지만 위치가 틀렸으므로 1 BALL입니다.
2244 | ""0S 0B"" | -
3333 | ""1S 3B"" | 3이 비밀번호에 포함되어 있습니다. 위치가 정확한 3이 1개, 위치가 틀린 3이 3개 있으므로 1 STRIKE, 3 BALL 입니다.
3457 | ""2S 1B"" | 3, 5, 7이 비밀번호에 포함되어 있습니다. 5, 7은 위치가 정확합니다. 따라서 2 STRIKE, 1 BALL 입니다.
7531 | ""0S 4B"" | 7, 5, 3, 1이 비밀번호에 포함되어 있지만 네 숫자 모두 위치가 틀렸으므로 4 BALL 입니다.
1357 | ""4S 0B"" | 1, 3, 5, 7이 비밀번호에 포함되어 있고, 네 숫자 모두 위치가 정확하므로 4 STRIKE 입니다.

그룹 | 총점 | 추가 제한 사항
--- | --- | ---
#1 | 10% | n= 3024
#2 | 40% | n= 33
#3 | 25% | n= 14
#4 | 15% | n= 9
#5 | 10% | n= 6

n | result
--- | ---
3024 | 1357
3024 | 3986
33 | 7685","import java.util.function.Function;

class Solution {
    public int solution(int n, Function<Integer, String> submit) {
        for(int i = 1000; i <= 9999; i++)
            if (submit.apply(i).equals(""4S 0B"")) return i;
        return 0;
    }
}"
제곱 개수 배열,"그룹 | 총점 | 테스트 케이스 그룹 설명
--- | --- | ---
#1 | 5% | l = r
#2 | 15% | N≤ 100,arr[i]≤ 10
#3 | 35% | 정답이C = 1인 테스트 케이스만 주어집니다.
#4 | 45% | 추가 제한 사항 없음

arr | l | r | result
--- | --- | --- | ---
[3, 2, 3, 1, 1] | 5 | 7 | [8, 2]
[2, 2, 2] | 2 | 2 | [2, 6]
[8, 8, 6, 5, 2, 9, 8, 4, 3, 10] | 25 | 27 | [15, 3]
[70195, 25471, 7389, 58187, 18454, 90532, 97667, 17148, 91636, 2810] | 126058 | 462933 | [27554327568, 1]
[16952, 70276, 16771, 37992, 87549, 54906, 36718, 20478, 57088, 27916, 51509, 83422, 51707, 18807, 80859, 2673, 37734, 93380] | 149845 | 228204 | [6860339640, 9190]
[49134, 86806, 94548, 88849, 95022, 28334, 16637, 79487, 23773, 7314, 47370, 50269, 36573, 9415, 44674, 28096] | 61242 | 88535 | [2369282964, 59513]","class Solution {
    public long[] solution(int[] arr, long l, long r) {
        long[] answer = {};
        return answer;
    }
}"
시험장 나누기,"k | num | links | result
--- | --- | --- | ---
3 | [12, 30, 1, 8, 8, 6, 20, 7, 5, 10, 4, 1] | [[-1, -1], [-1, -1], [-1, -1], [-1, -1], [8, 5], [2, 10], [3, 0], [6, 1], [11, -1], [7, 4], [-1, -1], [-1, -1]] | 40
1 | [6, 9, 7, 5] | [[-1, -1], [-1, -1], [-1, 0], [2, 1]] | 27
2 | [6, 9, 7, 5] | [[-1, -1], [-1, -1], [-1, 0], [2, 1]] | 14
4 | [6, 9, 7, 5] | [[-1, -1], [-1, -1], [-1, 0], [2, 1]] | 9","class Solution {
    public int solution(int k, int[] num, int[][] links) {
        int answer = 0;
        return answer;
    }
}"
격자 뒤집기 미로,"그룹 | 총점 | 테스트 케이스 그룹 설명
--- | --- | ---
#1 | 10% | n= 1
#2 | 20% | n과m이 모두 홀수입니다
#3 | 25% | 3 ≤n+m≤ 16
#4 | 45% | 추가 제한 사항 없음

visible | hidden | k | result
--- | --- | --- | ---
[[1, 2], [3, 4]] | [[5, 6], [7, 8]] | 0 | 20
[[1, 2], [3, 4]] | [[5, 6], [7, 8]] | 5 | 11","class Solution {
    public int solution(int[][] visible, int[][] hidden, int k) {
        int answer = 0;
        return answer;
    }
}"
브라이언의 고민,"sentence | answer
--- | ---
""HaEaLaLaObWORLDb"" | ""HELLO WORLD""
""SpIpGpOpNpGJqOqA"" | ""SIGONG JOA""
""AxAxAxAoBoBoB"" | ""invalid""","class Solution {
    public String solution(String sentence) {
        String answer = """";
        return answer;
    }
}"
문자열의 아름다움,"s | result
--- | ---
""baby"" | 9
""oo"" | 0

인덱스 범위 | 부분문자열 | 아름다움
--- | --- | ---
0 ~ 0 | ""b"" | 0
0 ~ 1 | ""ba"" | 1 (""b"", ""a"" 선택)
0 ~ 2 | ""bab"" | 1 (앞 ""b"", ""a"" 선택 또는 ""a"", 뒤 ""b"" 선택)
0 ~ 3 | ""baby"" | 3 (앞 ""b"", ""y"" 선택)
1 ~ 1 | ""a"" | 0
1 ~ 2 | ""ab"" | 1 (""a"", ""b"" 선택)
1 ~ 3 | ""aby"" | 2 (""a"", ""y"" 선택)
2 ~ 2 | ""b"" | 0
2 ~ 3 | ""by"" | 1 (""b"", ""y"" 선택)
3 ~ 3 | ""y"" | 0","class Solution {
    public long solution(String s) {
        long answer = -1;
        return answer;
    }
}"
